descricao;endereco;area;quartos;suites;wc;vagas;valor;condominio;lat;lon;weblink
HOJE É O SEU DIA DE SORTE !!!! UM APARTAMENTO PRONTINHO PARA MORAR !!!A POUCOS METROS DA AV. PRES, KENNEDY.RESIDENCIAL LIVORNORUA MORRETES 870 - PORTÃO/AGUA VERDEPRÓXIMO DO HIPERMERCADOS MUFFATO, SHOPPING PALLADIUN, RÁPIDA SENTIDO CENTRO, PEQUENOS COMERCIOS PARA FACILITAR O SEU DIA A DIA.APARTAMENTO ENSOLARADO E AREJADO .DESCRIÇÃO DO IMÓVEL:> SALA COM :LINDO PAINEL.TVMESA COM 4 CADEIRASSOFÁ COM 3 LUGARESPORTA/JANELA COM BLACKOUT> SACADA COM :CHURRASQUEIRA .PIA EM GRANITO.> COZINHA INTEGRADA A SALA COM :ARMÁRIOS EMBUTIDOS.GELADEIRA DUPLEXMICROONDASPANELA ELETRICACOOKTOPFORNO EMBUTIDO> LAVANDERIA COM :AQUECEDOR A GÁS.MAQUINA DE LAVAR ROUPAS.TANQUE DE LAVAR .> QUARTO COM :CAMA BOX .COLCHÃOARMARIO COM 4 PORTAS.BALCÃO COM 4 PORTASTVVENTILADOR DE TETO> BWC SOCIAL COM :PIA EM GRANITO COM ARMÁRIO.BOXESPELHO> GARAGEM COBERTA E INDIVIDUAL.> ELEVADOR> SALÃO DE FESTAS COM CHURRASQUEIRA, MESAS ECADEIRAS, COZINHA EQUIPADA..*** TODOS OS MOVEIS E ELETRODOMESTICOS COM POUCOUSO. ( PRATICAMENTE NOVOS)*** IMOVEL A VENDA POR MOTIVO DE MUDANÇA.Obs.: Preço sujeito a alterações sem aviso prévio. -;Rua Morretes;62;1;0;1;1;348000;300;-25.472802;-49.287509;https://www.vivareal.com.br/imovel/apartamento-1-quartos-portao-bairros-curitiba-com-garagem-47m2-venda-RS348000-id-2580061934/
"""Aconchegante e espaçoso, andar alto, face leste/norte, planta bem distribuída, sala intima com lavabo, sacada fechada e aconchegante, 03 excelentes dormitórios, sendo 01 deles suíte, sala de jantar, cozinha, lavanderia, 02 vagas de garagem, localização privilegiada próximo a todo tipo de comercio, Colégio Dom Bosco/ Bom Jesus, feira da rua Colombo e Museu do Olho, Bosque João Paulo"".";Rua São Sebastião;200;3;1;3;2;930000;1200;-25.405354;-49.26177;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-134m2-venda-RS930000-id-2563589956/
Em uma localização maravilhosa, apartamento com sistema de calefação por radiadores em todos os ambientes, sistema termo/acústico diferenciado com esquadrias Alemã com vidros duplos anti ruído.Com 101 m² privativos, composto por 3 dormitórios sendo 1 suíte, banheiro social, lavabo, cozinha com armários planejados, lavanderia, sala para dois ambientes e uma ampla sacada com churrasqueira (fechada com vidros).Condomínio com portaria remota, salão de festas equipado e churrasqueira externa coletiva.Agende agora mesmo sua visita e se encante com esse belíssimo empreendimento.Valores e disponibilidade podem sofrer alteração sem aviso prévio.Atualizado em .;Rua Chichorro Júnior;162;3;1;3;1;660000;927;-;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-102m2-venda-RS660000-id-2578335498/
Empreendimento Alto Padrão em excelente localização no bairro Juvevê tem 123 metros quadrados de área privativa contendo salas de estar e jantar,varanda gourmet com churrasqueira, lavabo , cozinha , área de serviço , com ambientes amplos , arejados e interligados com 3 quartos sendo 1 suite e 3 banheiros, 2 vagas de garagemPossui academia, espaço gourmet, parquinho infantil, espaço para festas.Vai lhe possibilitar praticar diversos esportes na quadra poliesportiva, todo o conforto do ar condicionado nos dias mais quentes.Espaço reservado para preparar o seu churrasco.Elevador que garante o transporte das suas malas e compras.Está em um condomínio protegido por grades.Todas ás áreas comuns decoradas e equipadas Aceita Financiamento Bancário Agende agora sua visita e se surpreenda !!;Rua Manoel Eufrásio;-;3;1;3;2;1216000;0;-25.410125;-49.261863;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-123m2-venda-RS1216000-id-2546789349/
"Apartamento de 3 quartos, mobiliado, no Santa Cândida, próximo da Polícia Federal, terminal Sta Cândida, supermercado, etc. Pronto para morar. Andar alto, desocupado e ensolarado.Acesso fácil e rápido a ônibus.Sala grande, 2 ambientes, com decoração teto rebaixado em gesso, leds, painel para Tv; com sacada com churrasqueira a carvão. Cozinha americana com móveis planejados, área de serviço mobiliada; aquecedor a gás para cozinha e banheiro. Banheiro social completo – box, armário, balcão, pia em granito. Quartos (3) amplos com móveis planejados. Pisos em laminado e cerâmica.Uma vaga de garagem livre e coberta (Edifício garagem).Condomínio em torno de R$ 400,00. Portaria 12 horas e controle eletrônico de acesso. Câmeras de segurança. Possui elevador – um para cada bloco (2), salão de festas com terraço gigante. Bosque do condomínio com trilhas (3.000m²) e espaço de lazer, área exclusiva de uso do condomínio. Possui espaço pet.Deixe seu imóvel comigo. Solicite uma avaliação.";Rua João Mequetti;75;3;-;1;1;249000;400;-25.374415;-49.235487;https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-candida-bairros-curitiba-com-garagem-62m2-venda-RS249000-id-2548930621/
Este apartamento com 3 suítes no empreendimento mais famoso da Cyrela, o Grand Vert no Cabral.Um apartamento de muito bom gosto, vista da varanda e quartos, com cozinha integrada e amplo living para até 3 ambientes!São 3 grandes suítes e uma área comum completa no condomínio!!A planta super espaçosa com 171m² e um living para 3 ambientes.São 3 grandes suítes com mais 3 vagas de garagens e 1 box no subsolo. Sendo face leste!O apartamento conta:- 3 suítes- 5 Banheiros- 3 Garagens- Varanda com churrasqueira a carvão- 3 Vagas de garagens- 1 box multi-uso- Bwc de empregada- LavaboÁreas comuns:- Espaço Gourmet- Salão de Jogos- Espaço office- Fitness- Play kids- Praça do Bosque- Piscina Infantil- Piscina Coberta Aquecida- Bosque Nativo- Estacionamento para visitantesFicou curioso? Agende sua visita ou entre em contato com a gente! -;Rua Campos Sales;233;3;3;5;3;1990000;1200;-25.410875;-49.257247;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-171m2-venda-RS1990000-id-2580579775/
"Farfalle EcovilleApartamento Garden com 2 dormitórios à venda, sendo um deles bela e ampla suíte, ambientes projetados especialmente para você e sua família, sala para dois ambientes, cozinha, área de serviço, aquecimento a gás, além de contar com um amplo terraço de 84 m² com churrasqueira, tudo isso com um altíssimo padrão de acabamento.Unidade 103 B - 2 vagas de garagem - Face OesteDiferenciais:- Aquecedor de passagem a gás;- Piso laminado nos dormitórios;- Piso porcelanato 60x60;- Gesso Rebaixado em todo o apartamento;- Churrasqueira a Carvão;- Persianas externas (com preparação para automação).Localizado na Rua Clara Vendramin, 275, Mossunguê, uma grande área repleta de itens relevantes para o seu cotidiano: lazer, compras, escolas, acesso rápido e proximidade com o centro.Mesmo assim, por estar cercado por um enorme bolsão verde, recheado de bosques e parques como o Barigui, ainda mantém o clima bucólico e a tranquilidade de regiões mais afastadas da cidade.Condomínio dispõe de: Salão de festa, Espaço Gourmet, Academia, Piscina, Espaço Kids, SPA e muito mais.Entrega Julho de 2024.Agende a sua visita e venha conhecer os diferencias do empreendimento.Valores e disponibilidade sujeitos à alteração sem aviso prévio. -";Rua Clara Vendramin;212;2;1;2;2;784020;800;-25.432728;-49.320221;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ecoville-bairros-curitiba-com-garagem-159m2-venda-RS784020-id-2582206346/
Excelente localização , super central, próximo ao POSITIVO, HOSPITAL SÃO VICENTE , PRAÇA ESPANHA .   Apartamento para Venda no bairro Batel, localizado na cidade de Curitiba / PR.   Edifício Antoni Gaudi, muito conhecido e charmoso pela sua arquitetura. ( Construtora MORO )  Região privilegiada, apenas 3 quadras da Praça da Espanha.  Estuda Proposta.  Ótimo imóvel    Com 3 dormitórios, sendo 2 suítes, possui 2 banheiros, 2 vagas de garagem (vagão), sacada com churrasqueira, construído no ano de 1995 pela construtora Moro.   Área Total de 157,00 m², Área Privativa de 93,00 m².   Valor do Imóvel R$ 740.000,00, (estuda propostas) BAIXOU PARA 699 mil  Valor do Condomínio R$ 1.300,00.   Características: Móveis Planejados, Portão Eletrônico, Churrasqueira, Sacada.   Cômodos: Área de Serviço, Copa, Cozinha, Despensa.   Lazer: Academia, Espaço Gourmet, Salão de festas.   Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado.   Segurança: Portaria 24 hrs.   AGENDE JÁ SUA VISITA, LIGUE: ( o imóvel está ocupado , agendar com antecedência )   4 1 9 9 9 6 1 0 2 3 7 com Marcelo M. Rocha  MM Rocha Imóveis, a mais de 25 anos atuando com ética e excelência no mercado imobiliário.      - Características: Móveis Planejados, Portão Eletrônico, Churrasqueira, Sacada,   - Cômodos: Área de Serviço, Copa, Cozinha, Despensa,   - Lazer: Academia, Espaço Gourmet, Salão de festas,   - Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado,   - Segurança: Portaria 24 hrs,;Rua Desembargador Motta;157;3;2;2;2;699000;1300;-25.424417;-49.287899;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-93m2-venda-RS699000-id-2565107255/
"Localizado próximo ao Hospital do idoso Gilda Arns, Caixa, e todo tipo de comércio e serviços a poucos metros na Av. Winston Churchill.Imóvel ensolarado, arejado, face oeste e com todos cômodos com ventilação natural.* 2 quartos sendo 1 suíte, com pisos laminados nas áreas quentes;* Sala de dois ambientes com sacada e churrasqueira a carvão;* Banheiros social e suíte - Pias com armários e boxes de vidros;* Cozinha ampla;* Área de serviço separada da cozinha;- Aquecimento a gás na cozinha e nos banheiros;* 1 vaga livre e coberta.No condomínio: Portaria, salão de festa com churrasqueira, elevadores, sala fitness, playground, quadra poliesportiva.";Rua Francisco Raitani;78;2;1;2;1;355000;390;-25.505744;-49.29361;https://www.vivareal.com.br/imovel/apartamento-2-quartos-capao-raso-bairros-curitiba-com-garagem-64m2-venda-RS355000-id-2585757087/
Ótimo apartamento no bairro Santa Quitéria, imóvel lindo e pronto para morar. Decorado, semi mobiliado com qualidade e bom gosto. Sendo 02 dormitórios (01 suíte) e 01 vaga na garagem. Condomínio com boa infraestrutura.R$ 40.000,00 abaixo do valor avaliado pela imobiliária.AGENDE SUA VISITA COM UM DE NOSSOS CORRETORES -;Rua João Alencar Guimarães;74;2;1;2;1;410000;510;-;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-quiteria-bairros-curitiba-com-garagem-62m2-venda-RS410000-id-2583745781/
Ótimo apartamento com excelente localização no centro de Curitiba. Apartamento de 2 quartos, sala de estar, cozinha, área de serviço, banheiro social o apartamento só fica a pia e armário da cozinha.O condomínio possui academia, sala de jogos, salão de festa com churrasqueira, elevador de acesso com senha, portaria com senha e sistema de câmera no hall e nos andares.Localizado na Travessa da Lapa próximo da Marechal Deodoro, UFPR, terminal do Guadalupe, Rua XV de novembro próximo de comércios diversos.Atualizado quarta, 26 outubro 2022;Travessa da Lapa;46;2;0;1;0;215000;-;-25.432829;-49.266394;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-46m2-venda-RS215000-id-2576790729/
Tranquilidade e privacidade é o que se encontra nesse imóvel. Localizado na valorizada região do Água Verde, conta com uma planta clássica de 3 quartos com uma suíte distribuídos de maneira ampla e confortável. Próximo a toda rede de serviços, conta com localização estratégica próximo ao a avenida Castro.Uma grande oportunidade de morar em um dos bairros mais valorizados de Curitiba.Consulte a disponibilidade da unidade.Valor sujeito a alteração sem aviso prévio.Estamos aguardando sua visita!Ligue Ou visite nosso site com o código:AP4572 -;Rua José Cadilhe;158;3;1;1;2;490000;547;-25.458424;-49.281887;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-111m2-venda-RS490000-id-2583611342/
O apartamento está localizado no bairro Cabral possui 95 metros quadrados com 3 quartos sendo 1 suite e 2 banheirosPossui área de fitness, espaço gourmet, área verde de jardim, área de recreação infantil, espaço para festas.Vai lhe possibilitar curtir os dias mais quentes na piscina, praticar diversos esportes na quadra poliesportiva, todo o conforto do ar condicionado nos dias mais quentes.Elevador que garante o transporte das suas malas e compras.Churrasqueira para você aproveitar nos momentos de descontração.Fica em um condomínio fechado.;Rua Coronel Amazonas Marcondes;-;3;1;2;2;925000;600;-25.403118;-49.246886;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-95m2-venda-RS925000-id-2584551818/
Localizado na Avenida Iguaçu, esquina com a rua Leôncio correia, ao lado do supermercado Casa Fiesta no bairro Seminário, uma das melhores regiões de Curitiba. Tenha tudo próximo de casa, próximo Colégio Marista Paranaense, restaurante Badida, Empório Kaminski e Batel Grill.APARTAMENTO- 02 Dormitórios Amplos com móveis planejados. planta original com 03 quartos, há possibilidade de reversão.- 135m² privativos.- 01 Vaga de garagem.- Possui Elevador.- Face Leste/Sul.CONDOMÍNIO- Salão de Festas no ultimo andar.- Salão de Jogos com Churrasqueira.- Espaço para secar edredom e roupas.Solicite informações e AGENDE sua VISITA *Valor sujeito alteração sem aviso précio**Consulte disponibilidade*;Avenida Iguaçu;160;2;0;2;1;470000;550;-25.451146;-49.293999;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-135m2-venda-RS470000-id-2574455883/
Excelente apartamento face norte com deliciosa vista verde e ótima área de lazer no Barolo Ecoville!Sala para 2 ambientes, ampla sacada fechada com sistema de vidros reiki e churrasqueira, 3 dormitórios, sendo 1 suíte, todos com armários planejados, banheiro social, cozinha, área de serviço e 1 vaga com opção para 2 vagas de garagem.Área completa de lazer, piscina aquecida e coberta, sauna seca e úmida, brinquedoteca, playground, quadra poliesportiva, espaço fitness, churrasqueira e espaço gourmet.Agende sua visita!;Rua Professor Pedro Viriato Parigot de Souza;124;3;1;2;1;670000;590;-25.438106;-49.338252;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-85m2-venda-RS670000-id-2582876153/
Apartamento à venda bairro Rebouças com 72 m2 de área privativa, 02 dormitórios, sendo uma suíte, ampla sala para 2 ambientes, cozinha americana com armários embutidos, área de serviço separada, varanda gourmet com churrasqueira a carvão, face norte, 03 vagas de garagem.localizado no Bairro Rebouças no Edifício Uno Residencial, próximo da Universidade PUC - Paraná, Teatro Paiol, Jardim Botânico, à 3km do Centro da Cidade.Portaria remota, amplo terraço com espaço gourmet mobiliado, 03 vagas de estacionamento para visitantes, 02 elevadores, medidores individuais de água, luz e gás.Estuda imóvel de menor valor no negócio, aceita financiamento e carro. Vendas Waldeck Corretor de Imóveis  / Fale conosco: -;Rua Almirante Gonçalves;145;2;1;2;3;550000;502;-25.444322;-49.258286;https://www.vivareal.com.br/imovel/apartamento-2-quartos-reboucas-bairros-curitiba-com-garagem-72m2-venda-RS550000-id-2571936435/
